"Customer_Name","Product_Name","Profit","Returned"
"Arianne Irving","HTC One","35.9964","null"
"Marc Crier","Global Stack Chair with Arms, Black","14.6902","Yes"
"Stuart Van","Avery Hi-Liter Smear-Safe Highlighters","4.2048","null"
"John Lucas","Samsung HM1900 Bluetooth Headset","32.925","null"
"Joni Blumstein","Fellowes 8 Outlet Superior Workstation Surge Protector","72.5754","null"
"Stefania Perrino","It's Hot Message Books with Stickers, 2 3/4"" x 5""","9.25","Yes"
"Stefania Perrino","Recycled Pressboard Report Cover with Reinforced Top Hinge","-1.3566","Yes"
"Matt Connell","Microsoft Wireless Mobile Mouse 4000","51.1872","null"
"Jesus Ocampo","Hoover Commercial SteamVac","12.222","null"
"Tamara Willingham","Global Wood Trimmed Manager's Task Chair, Khaki","-25.4744","null"
"Gene McClure","BIC Brite Liner Highlighters","5.2164","null"
"Deirdre Greer","Xerox 202","9.3312","null"
"Steve Carroll","Tops Wirebound Message Log Books","3.0268","null"
"Steve Carroll","Kensington Expert Mouse Optical USB Trackball for PC or Mac","28.497","null"
"Carlos Meador","Samsung HM1900 Bluetooth Headset","13.17","null"
"Kean Thornton","Xerox 203","12.4416","null"
"Sara Luxemburg","Prang Drawing Pencil Set","0.556","Yes"
"Denny Ordway","Premium Writing Pencils, Soft, #2 by Central Association for the Blind","0.7152","null"
"Thomas Seio","Apple iPhone 5","90.9762","null"
"Thomas Seio","Belkin F5C206VTEL 6 Outlet Surge","13.788","null"
"Susan Pistek","Poly String Tie Envelopes","2.8764","null"
"Cynthia Delaney","Staples","2.9646","null"
"Cynthia Delaney","Staples","3.6156","null"
"Cynthia Delaney","Advantus Rolling Storage Box","13.8915","null"
"Cynthia Delaney","GBC VeloBind Cover Sets","13.896","null"
"Jonathan Doherty","Xerox 1930","15.876","null"
"Jonathan Doherty","Xerox 1916","48.94","null"
"Maurice Satty","DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","14.5728","null"
"Maureen Gastineau","Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish","140.9568","null"
"Maureen Gastineau","Shocksock Galaxy S4 Armband","-3.504","null"
"Dennis Pardue","Panasonic KP-150 Electric Pencil Sharpener","29.4372","null"
"Dennis Pardue","Xerox 193","17.5812","null"
"Dennis Pardue","Ibico EPK-21 Electric Binding System","1644.2913","null"
"Caroline Jumper","Binder Clips by OIC","5.6832","null"
"Pauline Webber","Iceberg Nesting Folding Chair, 19w x 6d x 43h","17.466","null"
"Bart Watters","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair","6.3936","null"
"Bart Watters","Newell 345","15.4752","null"
"Bart Watters","RCA ViSYS 25825 Wireless digital phone","38.997","null"
"Bart Watters","GBC Premium Transparent Covers with Diagonal Lined Pattern","17.6232","null"
"Eugene Barchas","Iceberg OfficeWorks 42"" Round Tables","-15.098","null"
"Eugene Barchas","Polycom CX600 IP Phone VoIP phone","41.993","null"
"Sally Hughsby","Global Super Steno Chair","-11.5176","null"
"Sally Hughsby","Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","5.796","null"
"Sally Hughsby","Logitech G602 Wireless Gaming Mouse","57.5928","null"
"Sean Miller","Xerox 1949","4.8804","null"
"Kelly Andreada","Kingston Digital DataTraveler 16GB USB 2.0","3.401","null"
"Kelly Andreada","Contico 72""H Heavy-Duty Storage System","0","null"
"Toby Gnade","SAFCO Boltless Steel Shelving","-64.7748","null"
"Toby Gnade","Xerox 1899","6.7048","null"
"Toby Gnade","SAFCO Arco Folding Chair","49.716","null"
"Toby Gnade","Hon Metal Bookcases, Black","-191.646","null"
"Dennis Bolton","Xerox 1888","79.8912","null"
"Lynn Smith","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","6.1548","null"
"Daniel Byrd","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","2.9568","null"
"Daniel Byrd","Global Deluxe High-Back Manager's Chair","102.9528","null"
"Daniel Byrd","Xerox 1900","3.852","null"
"Daniel Byrd","Xerox 1891","45.9754","null"
"Damala Kotsonis","Xerox 1930","11.2752","null"
"Damala Kotsonis","Belkin 7-Outlet SurgeMaster Home Series","0.8382","null"
"Lena Cacioppo","Newell 344","1.0008","null"
"Lena Cacioppo","Memorex Micro Travel Drive 16 GB","10.5534","null"
"Lena Cacioppo","Memorex Micro Travel Drive 16 GB","14.0712","null"
"Lena Cacioppo","Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book","3.741","null"
"Lena Cacioppo","Elite 5"" Scissors","5.915","null"
"Lena Cacioppo","Staples","7.0128","null"
"Lena Cacioppo","Eldon Image Series Desk Accessories, Burgundy","3.344","null"
"Lena Cacioppo","DAX Two-Tone Silver Metal Document Frame","4.6552","null"
"Jeremy Pistek","Xerox 1931","15.552","null"
"Rob Williams","Hoover Shoulder Vac Commercial Portable Vacuum","178.91","null"
"Roger Demir","Hon 4060 Series Tables","6.7176","null"
"Roger Demir","Rogers Handheld Barrel Pencil Sharpener","5.9184","null"
"Roger Demir","Acco Perma 4000 Stacking Storage Drawers","7.308","null"
"Roger Demir","O'Sullivan Living Dimensions 2-Shelf Bookcases","-12.098","null"
"Julie Prescott","Avery Premier Heavy-Duty Binder with Round Locking Rings","7.4256","null"
"Mark Cousins","Bevis Steel Folding Chairs","23.028","null"
"Mark Cousins","Xerox 1909","34.294","null"
"Rick Wilson","Staples","11.68","Yes"
"Rick Wilson","OtterBox Defender Series Case - Samsung Galaxy S4","8.997","Yes"
"Rick Wilson","Xerox 1962","3.852","Yes"
"Rick Wilson","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","4.872","Yes"
"Rick Wilson","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators","654.7554","Yes"
"Rick Wilson","Standard Rollaway File with Lock","140.5482","Yes"
"Rick Wilson","GBC Recycled Grain Textured Covers","77.3696","Yes"
"David Smith","Global Task Chair, Black","-9.1602","null"
"David Smith","Tenex Personal Project File with Scoop Front Design, Black","35.048","null"
"Greg Guthrie","Global Deluxe High-Back Office Chair in Storm","-59.8356","Yes"
"Greg Guthrie","Staples","6.854","Yes"
"Greg Guthrie","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","4.108","Yes"
"Greg Guthrie","DAX Clear Channel Poster Frame","26.973","Yes"
"Greg Guthrie","KI Adjustable-Height Table","5.1588","Yes"
"Greg Guthrie","Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","2.6973","Yes"
"Bart Pistole","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","16.68","null"
"Corey Catlett","Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled","-190.8522","null"
"Corey Catlett","iOttie HLCRIO102 Car Mount","-2.9985","null"
"Corey Catlett","Global Manager's Adjustable Task Chair, Storm","13.5882","null"
"Chad Cunningham","Avery Heavy-Duty EZD View Binder with Locking Rings","1.6588","null"
"Duane Noonan","Round Ring Binders","2.808","null"
"Michelle Moray","Wilson Jones Custom Binder Spines & Labels","-3.4272","null"
"Michelle Moray","Sauder Barrister Bookcases","-247.7988","null"
"Michelle Moray","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","-7.3692","null"
"Clay Rozendal","Microsoft Sculpt Comfort Mouse","87.89","null"
"Clay Rozendal","Chromcraft Round Conference Tables","20.9148","null"
"Bill Shonely","Eldon Regeneration Recycled Desk Accessories, Smoke","3.8976","null"
"Bill Shonely","Holmes Odor Grabber","19.0344","null"
"Karen Daniels","Logitech Wireless Marathon Mouse M705","128.9742","null"
"Karen Daniels","Staples","0.5152","null"
"Mick Crebagga","Alliance Super-Size Bands, Assorted Sizes","0.9336","null"
"Justin MacKendrick","Griffin GC36547 PowerJolt SE Lightning Charger","15.743","null"
"Barry Französisch","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","4.6193","null"
"John Castell","Sauder Facets Collection Library, Sky Alder Finish","5.1294","null"
"Candace McMahon","Padded Folding Chairs, Black, 4/Carton","38.8704","null"
"Candace McMahon","Fellowes Stor/Drawer Steel Plus Storage Drawers","34.3548","null"
"Candace McMahon","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","11.613","null"
"Doug O'Connell","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","106.9578","Yes"
"Cassandra Brandow","Hot File 7-Pocket, Floor Stand","267.705","null"
"Cassandra Brandow","O'Sullivan 2-Door Barrister Bookcase in Odessa Pine","28.9568","null"
"Cassandra Brandow","Carina Double Wide Media Storage Towers in Natural & Black","29.1528","null"
"Cassandra Brandow","GBC Wire Binding Combs","13.959","null"
"Cassandra Brandow","invisibleSHIELD by ZAGG Smudge-Free Screen Protector","15.1116","null"
"Cassandra Brandow","Eldon Wave Desk Accessories","1.7472","null"
"Noel Staavos","Logitech G602 Wireless Gaming Mouse","86.3892","null"
"Noel Staavos","Acrylic Self-Standing Desk Frames","6.0876","null"
"Kristen Hastings","Avery 477","47.6268","null"
"Kristen Hastings","Xerox 1914","47.8152","null"
"Kristen Hastings","Tripp Lite TLP810NET Broadband Surge for Modem/Fax","20.388","null"
"Kristen Hastings","Avery Self-Adhesive Photo Pockets for Polaroid Photos","-10.4874","null"
"Kristen Hastings","Fellowes Officeware Wire Shelving","-161.694","null"
"Dario Medina","Newell 351","1.1808","null"
"Mike Vittorini","Large Capacity Hanging Post Binders","12.974","null"
"Ann Steele","Advantus Rolling Drawer Organizers","70.0336","null"
"Meg Tillman","Avery File Folder Labels","2.8224","null"
"Dennis Kane","Staples","10.5072","null"
"Dennis Kane","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","12.052","null"
"Dennis Kane","Xerox 227","6.2208","null"
"Dennis Kane","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","32.893","null"
"Susan Vittorini","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","34.2925","null"
"Susan Vittorini","Xerox 1953","1.926","null"
"Rick Huthwaite","Kingston Digital DataTraveler 16GB USB 2.0","5.1015","null"
"Rick Huthwaite","Okidata MB760 Printer","377.73","null"
"Sarah Brown","Avery 476","3.7996","null"
"Sarah Brown","Zebra GX420t Direct Thermal/Thermal Transfer Printer","334.4985","null"
"Sarah Brown","Pizazz Global Quick File","29.3412","null"
"Sarah Brown","Aastra 57i VoIP phone","58.1796","null"
"Rick Wilson","Electrix Fluorescent Magnifier Lamps & Weighted Base","41.4456","null"
"Thomas Thornton","Xerox 1919","100.4255","null"
"Liz Pelletier","Magnifier Swing Arm Lamp","10.9096","null"
"Liz Pelletier","Hon Every-Day Series Multi-Task Chairs","0","null"
"Liz Pelletier","Avery Poly Binder Pockets","11.0264","null"
"Joseph Airdo","Global Low Back Tilter Chair","-28.2744","null"
"Jonathan Doherty","Maxell 74 Minute CD-R Spindle, 50/Pack","15.0984","null"
"Jonathan Doherty","Xerox 1965","5.8604","null"
"Jonathan Doherty","Newell 348","3.8048","null"
"Jonathan Doherty","Hot File 7-Pocket, Floor Stand","160.623","null"
"Rob Dowd","Xerox 1881","17.3148","null"
"Rob Dowd","Avery 485","41.2237","null"
"Annie Zypern","Avery 508","7.2177","null"
"Annie Zypern","Fellowes Mobile File Cart, Black","50.3658","null"
"Annie Zypern","Chromcraft Round Conference Tables","6.9716","null"
"Annie Zypern","Anker Astro 15000mAh USB Portable Charger","-31.9936","null"
"Eugene Moren","Avery File Folder Labels","9.8784","null"
"Raymond Buch","Acco Perma 4000 Stacking Storage Drawers","4.872","Yes"
"Raymond Buch","Xerox 1898","9.6192","Yes"
"Raymond Buch","Canon imageCLASS 2200 Advanced Copier","6719.9808","Yes"
"Patrick Gardner","WD My Passport Ultra 2TB Portable External Hard Drive","95.2","null"
"Liz Thompson","Contemporary Wood/Metal Frame","33.936","null"
"Liz Thompson","GBC Premium Transparent Covers with Diagonal Lined Pattern","41.1208","null"
"Liz Thompson","Cardinal Holdit Business Card Pockets","4.1832","null"
"Liz Thompson","O'Sullivan Living Dimensions 3-Shelf Bookcases","-30.147","null"
"Anna Häberlin","Laminate Occasional Tables","-32.3673","null"
"Adam Bellavance","Hon 5100 Series Wood Tables","366.6348","null"
"Adam Bellavance","Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs","-73.0548","null"
"Adam Bellavance","SanDisk Cruzer 64 GB USB Flash Drive","32.688","null"
"Gary Hansen","Avery 49","1.4112","null"
"Gary Hansen","Wilson Jones Leather-Like Binders with DublLock Round Rings","14.1426","null"
"Gary Hansen","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","4.0664","null"
"Chad McGuire","Kensington Expert Mouse Optical USB Trackball for PC or Mac","142.485","null"
"Toby Gnade","Hewlett Packard 610 Color Digital Copier / Printer","449.991","null"
"Darren Koutras","Balt Split Level Computer Training Table","-188.7","null"
"David Bremer","Spiral Phone Message Books with Labels by Adams","4.3904","null"
"Erin Ashbrook","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","83.646","null"
"Erin Ashbrook","Xerox 228","6.2208","null"
"Sanjit Engle","File Shuttle II and Handi-File, Black","42.3625","null"
"Sanjit Engle","Tennsco Commercial Shelving","0.4068","null"
"Ben Wallace","BlackBerry Q10","50.396","null"
"Ben Wallace","Seth Thomas 14"" Day/Date Wall Clock","31.6128","null"
"Dana Kaydos","Hewlett Packard 310 Color Digital Copier","89.997","null"
"Dana Kaydos","Xerox 1937","92.2368","null"
"Dana Kaydos","Grandstream GXP1160 VoIP phone","27.2952","null"
"Dana Kaydos","Personal File Boxes with Fold-Down Carry Handle","11.685","null"
"Dana Kaydos","Perixx PERIBOARD-512B, Ergonomic Split Keyboard","12.2465","null"
"Dana Kaydos","Avery Legal 4-Ring Binder","37.764","null"
"Muhammed Yedwab","Hon Every-Day Chair Series Swivel Task Chairs","4.8392","null"
"Jack O'Briant","Binder Posts","5.9696","null"
"Richard Bierner","Economy #2 Pencils","2.0748","null"
"George Zrebassa","Logitech Z-906 Speaker sys - home theater - 5.1-CH","659.98","null"
"George Zrebassa","Global Airflow Leather Mesh Back Chair, Black","45.294","null"
"Nancy Lomonaco","Motorola L804","8.2782","null"
"Bruce Geld","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","36.4776","null"
"Becky Castell","Newell 325","11.151","null"
"Yana Sorensen","Global Wood Trimmed Manager's Task Chair, Khaki","-38.2116","null"
"Zuschuss Donatelli","Kensington 6 Outlet Guardian Standard Surge Protector","16.5888","null"
"Michelle Moray","Eldon Simplefile Box Office","24.3824","null"
"Michelle Moray","AT&T SB67148 SynJ","9.2386","null"
"Michelle Moray","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive","91.3248","null"
"Sam Zeldin","Mitel 5320 IP Phone VoIP phone","60.4768","null"
"Lisa Ryan","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","7.3872","Yes"
"Lisa Ryan","Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book","9.6632","Yes"
"Lisa Ryan","Avery Legal 4-Ring Binder","31.47","Yes"
"Seth Vernon","Bretford Rectangular Conference Table Tops","33.8517","null"
"Michael Granlund","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","21.294","null"
"Steve Carroll","Howard Miller Distant Time Traveler Alarm Clock","33.7266","null"
"Rose O'Brian","Acco Perma 2700 Stacking Storage Drawers","4.461","null"
"James Lanier","Acco 6 Outlet Guardian Premium Surge Suppressor","23.5872","null"
"James Lanier","Fellowes Binding Cases","17.55","null"
"Anna Chung","i.Sound Portable Power - 8000 mAh","-20.1362","null"
"Cynthia Voltz","Pressboard Hanging Data Binders for Unburst Sheets","4.1328","null"
"Chris Selesnick","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages","5.7624","null"
"Thea Hendricks","Neat Ideas Personal Hanging Folder Files, Black","0.8058","null"
"Suzanne McNair","Xerox 1883","48.5392","null"
"Jim Kriz","GBC Recycled Grain Textured Covers","38.6848","null"
"Laurel Beltran","GBC Velobind Prepunched Cover Sets, Regency Series","46.225","null"
"Laurel Beltran","Home/Office Personal File Carts","26.07","null"
"Laurel Beltran","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer","63.107","null"
"Laurel Beltran","Rogers Profile Extra Capacity Storage Tub","2.6784","null"
"Laurel Beltran","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","87.9912","null"
"Resi Pölking","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut","0.9576","null"
"Don Jones","SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","-10.9116","null"
"Anne McFarland","Wilson Jones Impact Binders","16.5242","null"
"Magdelene Morse","Green Canvas Binder for 8-1/2"" x 14"" Sheets","51.36","Yes"
"Doug Bickford","Xerox 1883","27.4352","null"
"Arianne Irving","Samsung Galaxy Mega 6.3","125.997","null"
"Jim Epp","Nortel Business Series Terminal T7208 Digital phone","22.2384","null"
"Daniel Raglin","AT&T TR1909W","22.6782","null"
"Alan Barnes","Belkin Standard 104 key USB Keyboard","-2.918","null"
"Frank Hawley","Avery Heavy-Duty EZD  Binder With Locking Rings","3.1248","null"
"Tamara Willingham","Xerox 1882","16.2342","null"
"Tonja Turnell","Newell 335","1.6704","null"
"Scot Wooten","Hammermill Color Copier Paper (28Lb. and 96 Bright)","8.991","null"
"Philip Brown","12-1/2 Diameter Round Wall Clock","71.928","null"
"Brendan Dodson","Xerox 1982","21.0128","null"
"Brendan Dodson","Xerox 1913","53.2608","null"
"Brendan Dodson","Unpadded Memo Slips","5.97","null"
"Annie Thurman","Brites Rubber Bands, 1 1/2 oz. Box","0.1188","null"
"Alan Schoenberger","WD My Passport Ultra 1TB Portable External Hard Drive","-6.21","null"
"Dave Hallsten","Square Credit Card Reader","1.1988","null"
"Dave Hallsten","Global Deluxe Steno Chair","-20.7846","null"
"Steven Roelle","Xerox 204","6.2208","null"
"Doug Bickford","Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","27.93","null"
"Maria Etezadi","Global Leather & Oak Executive Chair, Burgundy","-36.2136","null"
"Cindy Chapman","Imation Clip USB flash drive - 8 GB","3.384","null"
"Karl Braun","Hewlett Packard 310 Color Digital Copier","59.998","null"
"Karl Braun","DXL Angle-View Binders with Locking Rings by Samsill","9.6375","null"
"George Bell","Memorex Micro Travel Drive 8 GB","17.55","null"
"George Bell","Avery 488","6.048","null"
"George Bell","Deflect-O Glasstique Clear Desk Accessories","4.004","null"
"Jim Kriz","Revere Boxed Rubber Bands by Revere","0.1134","null"
"Mark Haberlin","GBC Standard Recycled Report Covers, Clear Plastic Sheets","6.0368","null"
"Karen Bern","Logitech P710e Mobile Speakerphone","244.6155","Yes"
"Karen Bern","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","43.706","Yes"
"Sean O'Donnell","Staples","7.008","Yes"
"Sean O'Donnell","Eldon Imàge Series Desk Accessories, Clear","3.3534","Yes"
"Pete Armstrong","Avery Legal 4-Ring Binder","25.176","null"
"Luke Schmidt","Wilson Jones Easy Flow II Sheet Lifters","1.512","null"
"Luke Schmidt","Xerox 1970","7.0218","null"
"Luke Schmidt","Fellowes Mighty 8 Compact Surge Protector","11.3512","null"
"Luke Schmidt","SpineVue Locking Slant-D Ring Binders by Cardinal","2.5592","null"
"James Lanier","Panasonic KX TS3282W Corded phone","59.493","null"
"Sanjit Engle","Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","29.0325","null"
"Henry Goldwyn","Newell 345","10.3168","null"
"Philip Fox","Logitech Wireless Gaming Headset G930","177.5889","null"
"Bryan Davis","Avery 487","3.4686","null"
"Bryan Davis","Storex Dura Pro Binders","4.455","null"
"Bryan Davis","Xerox 1945","40.1702","null"
"Bryan Davis","JM Magazine Binder","13.8684","null"
"Bill Tyler","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table","-14.9877","Yes"
"Chris McAfee","Eldon Simplefile Box Office","3.9808","Yes"
"Henry Goldwyn","Southworth Parchment Paper & Envelopes","5.1012","null"
"Henry MacAllister","Luxo Economy Swing Arm Lamp","39.0824","null"
"Susan Vittorini","Vinyl Sectional Post Binders","-45.24","null"
"Mark Hamilton","Padded Folding Chairs, Black, 4/Carton","19.4352","Yes"
"Resi Pölking","OIC Thumb-Tacks","2.679","Yes"
"Resi Pölking","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","5.5341","Yes"
"Resi Pölking","Acme Value Line Scissors","2.19","Yes"
"Resi Pölking","Logitech Wireless Performance Mouse MX for PC and Mac","75.9924","Yes"
"Resi Pölking","Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive","60.8832","Yes"
"Resi Pölking","WD My Passport Ultra 500GB Portable External Hard Drive","20.06","Yes"
"Resi Pölking","Xerox 1942","24.47","Yes"
"Resi Pölking","Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","9.7438","Yes"
"Alan Barnes","Flat Face Poster Frame","39.564","null"
"Heather Jas","Acme Tagit Stainless Steel Antibacterial Scissors","13.365","Yes"
"Emily Ducich","Wilson Jones International Size A4 Ring Binders","19.376","null"
"Emily Ducich","Texas Instrument TI-15 Fraction Calculator","3.757","null"
"Arianne Irving","Staples","7.704","null"
"Tracy Zic","DIXON Oriole Pencils","1.3416","null"
"Tanja Norvell","Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink","4.4541","null"
"Adam Hart","Premier Electric Letter Opener","11.586","null"
"Adam Hart","OIC Binder Clips","8.95","null"
"Adam Hart","Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾ x 11","5.616","null"
"Emily Ducich","NETGEAR N750 Dual Band Wi-Fi Gigabit Router","162","Yes"
"Christopher Schild","Bretford Rectangular Conference Table Tops","11.2839","null"
"Neil Französisch","Sterling Rubber Bands by Alliance","0","null"
"Justin Deggeller","OtterBox Commuter Series Case - Samsung Galaxy S4","-17.9928","null"
"Justin Deggeller","Bush Andora Bookcase, Maple/Graphite Gray Finish","25.1979","null"
"Justin Deggeller","Space Solutions HD Industrial Steel Shelving.","10.3473","null"
"Eva Jacobs","Bevis Oval Conference Table, Walnut","-23.4882","null"
"Pierre Wener","Sauder Forest Hills Library, Woodland Oak Finish","-29.6058","null"
"Tom Stivers","Belkin iPhone and iPad Lightning Cable","5.3964","null"
"Tom Stivers","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","9.3125","null"
"Scott Williamson","Deluxe Chalkboard Eraser Cleaner","21.252","null"
"Pauline Webber","Xerox 1997","9.3312","null"
"Pauline Webber","Executive Impressions Supervisor Wall Clock","40.416","null"
"Pauline Webber","Logitech P710e Mobile Speakerphone","244.6155","null"
"Chloris Kastensmidt","9-3/4 Diameter Round Wall Clock","3.0338","null"
"Chloris Kastensmidt","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","-4.641","null"
"Bill Overfelt","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","12.6348","null"
"Bill Overfelt","GBC Durable Plastic Covers","10.062","null"
"Bill Overfelt","HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax","38.9974","null"
"Frank Olsen","Project Tote Personal File","4.0687","null"
"Frank Olsen","Fiskars Spring-Action Scissors","7.2696","null"
"Philisse Overcash","Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5","9.1845","null"
"Philisse Overcash","Global Stack Chair without Arms, Black","5.196","null"
"Bryan Mills","Portable Personal File Box","2.5641","null"
"Justin Deggeller","Avery Heavy-Duty EZD View Binder with Locking Rings","6.6352","null"
"Justin Deggeller","Bretford Rectangular Conference Table Tops","259.5297","null"
"Candace McMahon","Panasonic KX TS208W Corded phone","19.596","null"
"Candace McMahon","Xerox 230","5.4432","null"
"Candace McMahon","Logitech Gaming G510s - Keyboard","54.3936","null"
"Bart Pistole","Avery 516","6.8714","null"
"Bart Pistole","Advantus T-Pin Paper Clips","8.7945","null"
"Bart Pistole","Wi-Ex zBoost YX540 Cellular Phone Signal Booster","72.975","null"
"Bart Pistole","Clarity 53712","15.8376","null"
"Max Jones","Xerox 226","6.2208","null"
"Max Jones","Boston KS Multi-Size Manual Pencil Sharpener","12.8744","null"
"Denny Ordway","Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets","37.236","null"
"Suzanne McNair","Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","18.0096","null"
"Cyma Kinney","Office Star - Contemporary Task Swivel Chair","13.3176","null"
"Rachel Payne","Avery Durable Slant Ring Binders With Label Holder","11.704","null"
"Frank Hawley","Boston Home & Office Model 2000 Electric Pencil Sharpeners","18.447","null"
"Frank Hawley","Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets","23.7684","null"
"Frank Hawley","Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset","131.9868","null"
"Justin Ritter","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","39.5868","null"
"Justin Ritter","Maxell 4.7GB DVD+RW 3/Pack","11.151","null"
"Dave Poirier","GBC Instant Index System for Binding Systems","7.992","null"
"Jane Waco","Logitech Media Keyboard K200","39.8886","null"
"Jane Waco","Anker Astro Mini 3000mAh Ultra-Compact Portable Charger","-7.996","null"
"Jane Waco","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","1906.485","null"
"Cindy Chapman","Okidata B400 Printer","77.22","null"
"Sally Hughsby","Ibico Presentation Index for Binding Systems","5.373","Yes"
"Sally Hughsby","Eldon Wave Desk Accessories","31.0992","Yes"
"Sally Hughsby","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","5.4124","Yes"
"Alice McCarthy","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","92.5056","null"
"Alice McCarthy","Logitech G600 MMO Gaming Mouse","86.3892","null"
"Barry Blumstein","SAFCO Commercial Wire Shelving, Black","0","null"
"Max Ludwig","Tenex ""The Solids"" Textured Chair Mats","107.0388","null"
"Lindsay Castell","GuestStacker Chair with Chrome Finish Legs","267.6672","null"
"Bill Donatelli","Luxo Professional Magnifying Clamp-On Fluorescent Lamps","43.6842","null"
"Bill Donatelli","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","3.0498","null"
"Bill Donatelli","AT&T 841000 Phone","10.35","null"
"Bill Donatelli","Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","18.0096","null"
"Andy Yotov","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","6.6976","null"
"Elizabeth Moffitt","Xerox 1991","84.0512","null"
"Saphhira Shifley","Newell 334","25.792","null"
"Paul Gonzalez","Sanford 52201 APSCO Electric Pencil Sharpener","53.261","null"
"Paul Gonzalez","Panasonic KX TS3282W Corded phone","16.998","null"
"Paul Gonzalez","Sanford Colorific Eraseable Coloring Pencils, 12 Count","7.052","null"
"Paul Gonzalez","Avery Arch Ring Binders","31.374","null"
"Natalie Webber","Avery Reinforcements for Hole-Punch Pages","-3.465","Yes"
"Natalie Webber","Okidata B401 Printer","-251.9874","Yes"
"Erica Hernandez","Green Bar Computer Printout Paper","80.7912","null"
"Scott Cohen","Acme Value Line Scissors","3.285","null"
"Adam Shillingsburg","Belkin 7-Outlet SurgeMaster Home Series","3.6322","null"
"Henry Goldwyn","Xerox 1900","3.852","null"
